id,texto_sap,category,sub_category
400016147,"• El fallo detectado son pequeños agujeros entre la etiqueta y el ala (lo último en llenarse). Visualmente no se detecta pero sí al presionar con el dedo (si fuerzas con el dedo, notas que la etiqueta no está unida al envase). Castellá sólo realiza un chequeo visual.
• En dos años de producción han tenido problemas puntuales por este defecto pero no al nivel de todas las figuras y lo han asociado a atrapamientos de aire relacionados con el descentramiento del molde. Los atrapamientos de aire también ocurrían con frecuencia en las arrancadas pero se eliminaban una vez el proceso era estable. Ahora el problema es generalizado y aunque está por confirmar, creen que afecta a 14 camiones de envases. Hay un equipo de calidad en Pascual analizando todo. A finales de semana me darán más información.
• Según ellos, no han cambiado nada respecto al molde, etiqueta, MB color.
• Con el grado de Total no han hecho ninguna producción; sólo lo han homologado.
• Creen que el problema puede deberse a:
o Descentramiento del molde. Aunque creen que no ya que afecta a casi todas las figuras.
o Variaciones en la máquina de inyección.
o Variación de IF u otra parámetro del PF150S1M",Producto,Propiedades
400016148,"El cliente Hemiplast reclama que de nuevo han tenido el cliente final centrotherm problemas de geles y contaminación con el 4810 en la capa interiro de la tubería corrugada. El cliente manda fotos adjuntas. Esta es la segunda vez que ocurre esto dentro de 1 año. Hay que ver que el material sea mejor controlado en calidad. El cliente pide un certificado de calidad que incluya que el 4810 tiene calidad parecida a film

se adjuntan fotos en anexos",Producto,Contaminacion
400016149,"Daño de transporte PA410 al cliente HB Fuller produciendo daños a palets y sacos, ver fotos adjuntas en anexos",Envase,Aspecto
400016155,"El cliente nos informa que los problemas los empezamos a tener el Domingo 21 cuando metimos a producción el primer palet del lote DL 59103, el problema viene por múltiples perforaciones o agujeros en el material nada más salir del cabezal deextrusora con filtro nuevo, una vez que cambiamos al material DP 51204 se terminaron los problemas y así continuamos, sin ningún problema",Producto,Propiedades
400016158," El cliente se queja de que los sacos de PA440C enviados en esta entrega presentan un problema de soldadura en su parte inferior.

Los sacos se abren y se escapa material.
Lote DT-05543
Cantidad 11.000 kg

En adjunto fotos enviadas por el cliente.

se adjuntan fotos en anexos",Envase,Aspecto
400016160,"El cliente de Mitol reporta presencia excesiva de humos cuando el adhesivo hot-melt suministrado por Mitol, fabricado con resinas EVA procedentes de Repsol, se calienta a 170 ºC. Si el adhesivo hot-melt es fabricado con grados EVA de la competencia, este problema no sucede. El adhesivo hot-melt lleva en su formulación los grados PA441, PA443 y PA465. Mitol ha identificado estos humos como ácido acético.

",Producto,Propiedades
400016164,"El cliente se pone en contacto con ATD para abrir la reclamación.
Aumento de la viscosidad de la capa semicon fabricada con nuestro PA459. Los lotes afectados son los siguientes:

- DK-18413
- DP-04412
- DK-18411
- DK-18412

Adjunto correo con esta información.",Producto,Propiedades
400016165,"El cliente se pone en contacto con ATD para abrir la reclamación.
Aumento del apelzamiento capa semicon fabricada con nuestro PA459. Los lotes afectados son los siguientes:

Adjunto correo con esta información.",Producto,Propiedades
400016168,"En la entrega 24336820 LOTE DRA1-08101 el cliente tuvo problemas de subida de presión a nivel de la boca de vertido de la maquina por partículas. Entrega
cliente ya tuvo problemas de subida de presion aviso 400015895 LOTE DBJP-25001 ALBARAN 24285178.
Hola de nuevo,
Puedes abrir un aviso para el P-2921 entrega 24336820 a Caligen UK? El cliente tuvo problema de subida de presión a nivel de la boca de vertido de la maquina por partículas. Confírmame el Nº de aviso cuando lo tengas.
Saludos",Producto,Contaminacion
400016174, el cliente reclama que las ultimas veces igual que en esta no se les ha entregado ni el albaran ni el certificado de analisis con el material,Documentacion,Docs Entrega
400016176,El cliente nos informa que notaron un nivel excesivo de humedad dentro de los sacos lo que provoca la corosión de barriles de masilla. El producto está almacenado dentro. El cliente nos va a mandar fotos.,Producto,Humedad
400016180,"Nueva reclamación de GC. Motivo: agua entre el BB y la funda que protege al PA460. Adjunto fotos que me ha enviado el cliente.

ALBARANES AFECTADOS:  24345740 -  24347363",Producto,Humedad
400016191,"El cliente nos informa que vuelve a tener los mismos problemas que anteriormente y cuando metimos a producción el primer palet del lote DR 60423, el problema viene por múltiples perforaciones o agujeros en el material nada más salir del cabezal de extrusora con filtro nuevo, una vez que cambiamos al material DR 60924 se terminaron los problemas.",Producto,Propiedades
400016195,"El cliente envia una reclamacion ( 14043) informando que tuvieron problemas con la descarga debido que la boca de descarga se atascó por hilos blancos ( cabello de angel) provocando con ello una produccion defectuosa.

Se adjunta foto",Producto,Contaminacion
400016200,"El cliente indica que la entrega del PA538, el embalaje stretch hood del palet se ha pegado a los sacos de tal manera que al quitar el embalaje, se ha roto los sacos.
El cliente no ha indicado todavia cuantos sacos se han roto en total",Envase,Aspecto
400016204,"El cliente informa que, en el momento de quitar el retractil de los pallets, los sacos se derrumbar comportando un riesgo para sus operarios.
Adjunto archivo con reclamación y documentos gráficos del cliente.",Envase,Inclinacion
400016206,"El cliente pasa una reclamación por un problema de soldadura en los sacos. La soldadura esta mal hecha y los sacos se han abierto.

Adjunto 2 fotos enviadas por el cliente así como el mail del cliente.
Por ahora no piden compensación pero piden que averiguemos la causa de esta soldaduras mal hechas.",Envase,Aspecto
400016207,"El cliente reclama que la cisterna le va a llegar con mucha demora debido a que no fue cargada en la fecha prevista de carga. Solicita se abra una investigación al respecto.
Adjunto reclamación del cliente y el parte de incidencias con la respuesta facilitada desde Puertollano.",Suministro,Puntualidad
400016217,"Para este cliente, se presentaron incidencias por humedad en las siguientes cisternas enviadas:

PP-044 W3F Lote EA-517020 (entrega 24356996): Porcentaje de humedad (0.05%).

PP-044 W3F Lote EA-5250201 (entrega 24356987): Porcentaje de humedad (0.04%).

El cliente mide la humedad utilizando un método interno en todas las cisternas que reciben de Repsol y las demás no suelen presentar estos valores.

Tienen una especificación con límite máximo de 0,03%, por lo tanto, estos dos lotes se encontraban fuera de la misma.",Producto,Humedad
400016225,"El cliente nos informa que después de utilizar el lote de referencia han tenido problemas de estabilidad en los cabezales de extrusión provocando que la lámina se rompiera y enrrollándose en los rodillos de la línea, además de provocar desperdicios durante el tiempo que se ha tratado de ajustar las condiciones de proceso.
Este problema les ha generado 6 horas de parada así como 486,2 kgs. de desperdicio, valorado en 1.809 E. Solicitan abono por esta cantidad además de retirarles lo que les ha sobrado de ese lote que son 4 sacas y media.",Producto,Propiedades
400016227,"El cliente informa que, de acuerdo con su almacén, en el día 09/12/2014 recibió 23.450kg de PA443 (adjunto documentación), pero en realidad hemos facturado 23.525kg.

Hablando con planta, ésta insiste haber cargado los 23.525:

Lote DT-03421, 16 pallets completos
Lote DR-27531, 1 pallet complete y 1 resto con 6 sacos.

El cliente no está de acuerdo y solicita que le abonemos los 75kg.

En adjunto CMR.",Suministro,Cantidad
400016228,"lote  lote DT-07461
Ver adjuntos con fotos.
Humedad muy importante. Se va a enviar un sacos como muestra. presencia de agua en los sacos y hay un fuerta  olor acido.",Producto,Humedad
400016229,"EL CLIENTE SE QUEJA DE QUE UNO DE LOS PALLETS RECIBIDO PRESENTABA HUMEDAD EN EL INTERIOR.
SE ADJUNTAN FOTOS Y VIDEO

QUOTE:
One of the pallets we received at last shipment had problem with water.
Water not coming from outside, instead product was wet inside before it was opened.
I'm sending you some photos and a video attached.
Would really appreciate if you could look into this matter.
UNQUOTE:",Producto,Humedad
400016233,"El cliente  no acepta descargar el material C4811, porque la carga previa contenía ftalato. En los requerimientos del cliente, informan que no aceptan el Ftalato como carga previa.

En anexo adjunto el correo enviado al departamento de transporte, informando del ocurrido.

El pedido será desviado al cliente Sintochem, pedido 13927109.",Suministro,Transporte
400016234,"El cliente informa que para material de las 3 entregas abajo informadas han detectado los parámetros de humedad por encima de su especificación (>3%).

Este mes, se ha presentado el mismo problema a dos otras entregas del mismo sumi 
",Producto,Humedad
400016236,"El cliente informa que en el albarán 24361676 ha recibido un pallet de PA439 (lote EA-06462) en lugar del pallet de PA430 (EA-06542)solicitado.

La salidade mercancía se ha hecho como PA430 y planta confirma dicho error.

Se devolverá el PA439 y se envirá al PA430 al cliente.

AC 400016236

RE 13930348

",Suministro,Carga erronea
400016237,"Lote  DT-06462.
Empezaron a usar este lote y a descubrir  sacos con un gran nivel de humedad. Unos  6 sacos presentan esa caracteristica.
Al principio no habían tenido problema. No hay ningun indicio exterior en el saco, y los  sacos se encuentran asi de manera aleatoria.
El cliente necesita si este lot ha sido  afectado por  la parada de la soplante de envío desde criba a silos para cambio de alimentador rotativo y cambio de correas.",Producto,Humedad
400016241,"El cliente se queja que al cargar la extrusora se dió cuenta que habían varios sacos que tenían agua en su interior y que contaminaron su cuba. Tuvieron que parar varias veces la máquina para retirar el producto mojado y secarlo.
Indica que los problemas de humedad son muy graves en su caso porque fabrica productos que son barreras físicas para los alimentos y el agua abre el film, ocasionando muchas quejas de sus clientes.
Se queja también que algunos sacos venían rotos en el interior del pallet y que algunos, incluso, venían remendados con cinta adhesiva blanca.
En la reclamación menciona los albaranes 24356314 / 15 y dice que envió una muestra a ATD. Envía fotografias (adjuntas).",Producto,Humedad
400016247,"El cliente comenta que El F3011 estaba a 16ºC cuando sus requerimientos son tº entre 20ºC y 30ºC para este grado. nos manda fotos con la tº que midieron en la recepción del material (sobre linea de descarga de la bomba y de la cisterna).
La información no aparece en el CMR. Aun asi han descargado la cisterna.

Adjunto 3 fotos y la queja oficial del cliente.

Por ahora no piden compensación financiera pero piden medidas correctoras para que no veulva a a suceder( verificar los requerimientos, asegurarse que las Tº aparecen en el cmr, etc..)",Suministro,Temperatura
400016267,"El cleinte comenta que el camión no estaba precintado y que el precinto estaba intacto en la cabina del conductor. Por esta vez han descargado pero la proxima vez no lo haran.

Preguntan porque ha pasado y piden medidas correctoras.
Adjunto el mail del cliente y su queja oficial",Envase,Inclinacion
400016287,"El cliente informa que:

""Enviamos el pedido adjunto con el lote de referencia EVS 943 sacos LOTE
DV-26411 y nos han enviado otro lote: DR-26411, (Es el mismo número pero con letras diferentes)el cual no podemos usar, por los elevados infundentes que lleva, así como motas negras.

Solicitamos recojan los 7.950 kilos que tenemos de éste material, y realicen el pertinente abono.

RE: 13933777",Suministro,Carga erronea
400016290,"Se retrasó la entrega de 2 días por temperatura baja y problemas con la documentación. El nº de contenedor y matricula del remorque no correspondían con los indicados en el CMR. El cliente pide acciones correctivas.
Adjunto email y documentos enviados por el cliente.",Documentacion,Docs Entrega
400016291,"El cliente informa que está teniendo problemas al extruir el EVA PA537, ya que a pesar de estar perfectamente tapados los pallets y cerrados los sacos, aparecen un gran número de sacos con la granza totalmente mojada.

Ya han enviado muestra al laboratorio.

Adjunto la reclamación formal del cliente. VER EN SERVICIOS PARA OBJETO DEL AVISO",Producto,Humedad
400016293,"material PE023 del Lot DR-19431 ha llegado con humedad al cliente nuevo de PE023 Baumhüter. La humedad está presente de manera que la resina esta mojada. Tienen todavía 9to que están mojadas o bien húmedas de esa entrega. El material no puede usarlo en producción a no ser que el material se seque o nosotros se lo reemplazamos. Ellos pueden secarlo pero supone pare ellos un coste de 0,40 €/kg. Esto sería como €3600.- por las 9000kg que tienen de nuestro material que no pueden usar por humedad",Producto,Humedad
400016299,"El cliente informa que le ha llegado 1 bidón chafado, y con producto derramado en la parte superior del bidón.

Pide acciones correctoras, para evitar la repetición de la anomalía.

En anexo adjunto el correo del cliente y una foto del bidón.",Envase,Aspecto
400016302,"C 220 N lot DP-52908 reçu le 21/10/2014.
Han encontrado defectos en la cubierta del cable y también durante la purga.
Al cambiar de lote , no encontraron defecto.
Tenemos que recuperar 5 octabienes ( unos  4.600 kg).
El cliente  nos pide las razones de esa diferencia.
El cliente envió un muestra el  25.02.2015
Ver adjunto (EN SERVICIOS PARA OBJETO DEL AVISO EN SAP)",Producto,Contaminacion
400016312,"lote EA 03452-T-2
queda al cliente  9.625 kg.
Muestra recibida por ATD el 05.03.(Fernando Espada).
Presencia de puntos negros  que dificultan la homogenización del lote y la trasnformación:  subir temperatura y variación del volumen a inyectar.
Cuando se usa el lote EA 03452-T-1  , no hay problema.
ver mail del cleinte en adjunto",Producto,Contaminacion
400016313,"cliente COLLAGRAF sumi de GAZECHIM (Distribuidor) lamenta:
que la granza tiene alto nivel de fusión: entonces la vela tiene un grano dentro. No es un problema para el cliente final que consuma la vela, es para COLLAGRAF que tiene problemas porque las maquinas se bloquean.
consuma normalmente PA411 = 150 ton /año",Producto,Propiedades
400016315,"El cliente indica que mientras estaban abriendo sacos se encontraron una pieza metálica entre el material.

Adjunto mail con foto del cliente.

Se le solicita al cliente muestra cerrada a ser posible, con la pieza metálica incluida.",Producto,Contaminacion
400016323,"el cliente lamenta corte demasiado grueso del producto se añade correo del cliente con foto

lotes
EB 12531 T-2.
DV 08531 T-2
EB 06442 T-3",Producto,Propiedades
400016328,"EL CLIENTE SE HA QUEJADO DE RECIBIR DISTINTOS TAMAÑOS DEL PRODUCTO DANDOLE PROBLEMAS DE EXTRUSION .
ALBARANES AFECTADOS:
24355898 DT-20462  200 KGS
24345688 DT-05462  550 KGS
SE ADJUNTA FOTOGRAFIA.",Producto,Propiedades
400016329,Entrega de material PA537 albarán 24353162 ha llegado con gran humedad de manera que los sacos están totalmente mojados. Se le pide al cliente que mande un saco cerrado a ATD,Producto,Humedad
400016331,El cliente nos informa que el lote EB2B-6002 que han recibido del D 2021.  El producto suministrado por Repsol tiene OLOR,Producto,Propiedades
400016341,"El cliente ha encontrado un trozo de plástico ( de la funda?)  que hubiera podido  generar el defecto en el  revestimiento  / la cubierta del cable.
Ver mail adjunto",Producto,Contaminacion
400016342,"24353162 LOT DV-05481, DV-13462 CLIENTE SOLICITA ABONO DE 130 €/MT POR  YA QUE EL MATERIAL COMPLETO LLEGO MOJADO",Producto,Humedad
400016351,"El cliente reclama que en las entregas efectuadas con el lote EC-09301, los sacos se abren por la zona de las costuras con la consecuente pérdida de producto.
Facilitan imágenes donde se aprecian las aperturas.
Adjunto correo del cliente con la reclamación pertinente.(Ver en Servicios para Objeto del Aviso, SAP).",Envase,Aspecto
400016352,"Los lotes de PA441S con codificación DB (DB -15411 , DB- 13414  , DB-14411, DB-13412,  DB-13411)   presentan baja absorción de líquidos, lo que se traduce en problemas de  procesabilidad.

El JA y el GC han acordado con el cliente la devolución del siguiente material:

Lote     Cantidad   Albarán
DB07412  3.450  24298379
DB08411  2.025  24298379
DB08412  1.200  24298379
DB10413  2.550  24298379
DB12413  2.350  24298379
DB13411   500   24285165
DB16412  2.300  24298379
DE09413   8.500 24303662
DE09414    500
DE10412  4.000  24303662
DE11411  8.050 24314485
DE13411  2.000 24303662
DE13412  10.500 24311803
DE13413  1.750 24314485
DE14412  10.500 24311523
DE15411  9.781 24315007
DE15415  500 24315007",Producto,Propiedades
400016361,"La entrega se hizo con 2 sacos rotos.
El cliente pide  un abono por la perdida de material, de  50 kg.
Ver adjunto (VER EN SERVICIOS PARA OBJETO AVISO SAP)",Envase,Aspecto
400016363,"Parece que algunos BB han llegado sin la funda que cubre el BB ni la plancha de plástico que separa el pallet del BB.

Los lotes son los correspondiente a las últimas 3 entregas:

Fecha recepción camión Albarán Lote
19/03/15 24374413 DL-31411
DP-05411
DL-31412
20/03/15 24374291 DP-01413
DK-13411
DP-05411
DK-14412
25/03/15 24375048 DP-06412
Algunos comentarios que los operarios del cliente han realizado son:
- que muchos han venido sin ser llenos
- alguno parecía que salía del palet
- el palet es distinto

ADJUNTO EMAILS DEL CLIENTE Y FOTOGRAFIAS",Suministro,Inclinacion
400016364,"El cliente se queja de que hay humedad dentro de los sacos.
Los lotes son
PE019 : N° de lot DT22431
PA538 : N° de lot DT-11461
Piden que investiguemos lo que pasa. Todavía no se sabe si quieren que recuperemos material, ni si quieren compensación por ello.",Producto,Humedad
400016365,"Parece que hay trazas de agua en el polyol.

El cliente ha hecho pruebas ( adjunto las fotos) y observa una expansión 3 veces superior a la normal.
Observan diferencia de un IBC al otro. van a enviar muestras con los numeros de IBC correspondientes.
Estan haciendo pruebas para evaluar cuanta agua hay en el producto.
No puede hacer mini test sobre el producto porque necesitaria minimo 200Kgs de producto.
No puede hacer mini test sobre el producto porque necesitaria minimo 200Kgs de producto.

Adjunto un foto de una prueba y un foto con el codigo del ibc correposndiente

Pide que le mandemos producto en urgencia ( hemos metido un pedido de muestra gratuita de un DR. 13941571",Producto,Contaminacion
400016366,"Hola Marisa,

reclama Raumedic que están teniendo problemas gordos con geles en los tubitos que producen con el PA440. Están pidiendo una visita técnica específicamente para hablar del tema ya que es necesario. Si te parece podemos hacerlo a corto plazo la próxima semana y podríamos ir a ver a Klebchemie y alguno otro en la zona, o bien decidme cuando puede venir alguien a verles.

Hay que tener cuidado con este cliente ya que tienen que recibir un material que sea perfecto para la aplicación que hacer.

Patricia,

Mete reclamación:

""cliente reclama que producto PA440 usado para fabricación de tubitos IV demuestra muchos geles. La aplicación es Pharma""



Mit freundlichen Grüßen / Best regards/ Un saludo
David Torres
Account Manager PE/EVA/EBA

Repsol Chemie Deutschland GMBH
Tel:  +49 (0) 9726 907831
Fax: +49 (0) 9726 907832
M:    +49 (0) 172 6677 454
datorres@repsol.com
www. repsol.com







De: Steffen.Lindner@raumedic.com [mailto:Steffen.Lindner@raumedic.com]
Enviado el: Dienstag, 17. März 2015 14:20
Para: TORRES, DAVID
Asunto: Stippenproblematik ""EVA Alcudia PA-440 natur""
Importancia: Alta

Sehr geehrter Herr Torres,

wir haben beim o.g. Material von REPSOL nach wie vor teilweise erhebliche Probleme mit sog. „Stippen"" im Schlauch nach der Produktion.
Hierzu hatten wir zuletzt einige interne Meetings und bitten deshalb nach gemeinsamer Abstimmung um einen kurzfristigen Besuch zu dieser Thematik
in unserem Hause. Idealerweise sollte hier auch ein aussagefähiger Anwendungstechniker oder Äquivalent seitens REPSOL mit anwesend sein.

Für etwaige Terminvorschläge Ihrerseits schon einmal vielen Dank im voraus.


Mit freundlichen Grüßen

i.A. Steffen Lindner, M.Sc.
Purchasing Manager

phone: +49 9252 359-1034
fax:        + 49 9252 359-511034",Producto,Propiedades
400016370,"El cliente HELLENIC CABLES ha informado de que han encontrado gránulos quemados en el lote DR-59122 del C-240UV (esto también sucedió en 2012).
Se ha producido 1KM de cable de ese lote. Se va a hacer una prueba eléctrica para comprobar si las irregularidades en carcasa han influido en las propiedades del cable.
El cliente además indica que sería muy útil organizar una visita a Atenas para tratar el tema y presentar también el PE004S.
Hellenic produce grandes cantidades de cable de alta tensión y podría resultar un negocio importante.

Adjunto correo del cliente con fotografía  (VER EN SERVICIOS PARA OBJETO DEL AVISO SAP)",Producto,Contaminacion
400016371,El cliente rechaza la cisterna debido a que han encontrado ramas en el colector. Han intentado drenarlo en un cubo pero el problema persiste. El cliente solicita un pedido de sustitución. Hemos grabado el PS 13942294  y el RE 13942298. Adjuntamos mail del cliente en el que se incluye foto del colector y de un cubo en el que han intentado drenar el producto.,Producto,Contaminacion
400016381,"El aviso es para 2 entregas.
24343855 lote  DP28461 y 24357190 con lote  DV18462.
El cliente comunica que  el  mal cierre/soldura de los sacos habría permitido humedad  en el material.
La cantidad perdida entre esas 2 entregas es de  900 kg.
Valoran ese material a  1600 euros , y reclaman  unos  300 euros por los gastos de secado.
Total  1.900 euros.
ver fichas de no conformidad en mail adjunto.",Producto,Humedad
400016388,El cliente envía una foto donde indica que a la apertura del vehículo ha encontrado material en el suelo del camion. Informa que se han perdido 70 kg de material. Pide un abono como indemnización. Adjunto correo del cliente,Envase,Aspecto
400016390,"""cliente tienen problemas en el proceso de su producto final producido con el PA439C. El cliente reclama que la lámina producida con el PA439C no funciona con el adhesivo hot-melt durante proceso de laminación”",Producto,Propiedades
400016393,"il cliente pensa non sia ammissibile acquistare un materialeel cliente lamenta haber recibido el material con hilos y granzas, como si fueran lazos o granulos, con consistencia diferentes

las anomalias son 2 una en el producto final donde el pegamento insertado en las pisotolas para que se trabaje no se derrite y estropea hasta la pistola.

la seguinda anomalia se denota en los filtros del extrusora del cliente final con roptura de los filtros
se añade correo del cliente con FOTOS. FOTOS Y VIDEO EN SERVICIOS PARA OBJETO SAP",Producto,Contaminacion
400016402,"El cliente ha intentado consumir el lote EA-15461 del que tiene 4000 Kg en su planta y con su sistema de OCS ha comprobado que el producto tiene geles en cantidad elevada. Adicionalmente, y a pesar de la menor velocidad de la línea, los bordes también eran inestables. Nos van a mandar medio saco de muestra tanto a Puertollano como a ATD para que volvamos a analizar el contenido en geles en nuestros OCS y comparar con los primeros resultados de planta. Se revisan los datos de contenido en geles de los lotes que tenemos ahora en stock.",Producto,Contaminacion
400016404,"
EL PUNTO DE MEZCLA DE ESTOS LOTES ES SUPERIOR A LA NORMAL, NO PUEDEN SER MEZCLADOS A UNA TEMPERATURA NORMAL DE PRODUCCION, SU APARIENCIA ES DIFERENTE DE LO NORMAL (VER IMAGEN EN EL DOCUMENTO DE BOSTEX). EL CLIENTE NOS CONSIDERA RESPONSABLE DE LOS DAÑOS CAUSADOS POR ESTA CALIDAD INFERIOR. ENVIARON MUESTRAS POR DHL Nº 2647704493.",Producto,Propiedades
400016410,"Nos informa el cliente que el material D 2021 que han recibido (alb. no. 24385222), del que nos envía foto de una muestra, tiene un color 61 APHA (fuera de especificación: máx 50 APHA).
Nos adjuntan también el CoA en el que se indica un color de 40 APHA.
Dicen que los otros parámetros están ok.
Han paralizado la cisterna hasta que finalmente se ha decidido retornarla a planta (RE 24386809).
Las tres cargas previas al pedido 24385222 fueron:
-  CICLOHEXANONE
-  ARCOL POLYOL
-  ACIDO NEODECANOICO.                                  VER FOTOGRAFÍA EN SERVICIOS PARA OBJETO SAP",Producto,Propiedades
400016411,"CLIENTE INFORMA QUE EN LA ENTREGA 24371975 EL LOTE EB-27412 TENIA HUMEDAD, EL OTRO LOTE OK (DV-22461).",Producto,Humedad
400016413,"El cliente indica que este entrega de C4811 hay una diferencia de paso con respecto a lo indicado en el CMR, de 292 kg que es superior al límite de tolerancia para cargas mayores de 13.000 kg (0,5%).
Despues de la descarga de kg. 23630, en vista de la notable diferencia de peso, han verificado que no quedara nada en la cisterna,y han recuperado 38 kg.
Por esta razón piden que le abonemos euro 484.72 ( = 1.66 €/kg x292 kg)
Adjunto comunicación. EN SERVICIOS PARA OBJETO DEL AVISO (SAP).",Suministro,Cantidad
400016417,"CLIENTE SOLICITA MATERIAL PARA EL 20.05 EL DIA DE LA FECHA DE ENTREGA NOS LLAMA PARA PREGUNTAR A QUE HORA LLEGARA EL CAMION YA QUE HA CONTRATADO UN CAMION PARA LLEVARLO A SU CLIENTE. NOS INFORMAN QUE LA POLICIA HABIA DETENIDO AL CHOFER POR UN PROBLEMA CON LA CABEZA DE TRACTORA Y QUE TIENEN QUE CAMBIAR DE CAMION PERO QUE HASTA EL DIA SIGUIENTE NO LLEGARA AL CLIENTE.
EL CAMION LLEGA EL 21.05 SOBRE LAS 13:30 CON PALLETES DAÑADOS Y 5 SACOS ROTOS POR TENER QUE CAMBIAR DE CAMION Y NOS INFORMA EL CLIENTE QUE LA POLICIA HABIA DETENIDO AL CHOFER POR ESTAR EBRIO. CLIENTE RECLAMA ABONO. SE ADJUNTAN CMR Y FOTOS. VER FICHEROS ANEXOS EN SERVICIOS PARA OBJETO DE SAP.",Suministro,Transporte
400016418,"Olivier Lemooine tuvo una llamada de Adri Aerts el viernes 22/05: hizo una prueba ese mismo viernes con una formulación cuyo único poliol era el F-3531, albarán 24373787 y tuvo un exotherm muy alto que necesito llamar a los bomberos para enfriar los bloques de espuma. Adjuntamos mail de Olivier Lemoine.VER EN SERVICIOS PARA OBJETO. SAP.",Producto,Propiedades
400016424,25.05.2015. : Maria Piedad (Asistencia Técnica y Desarrollo CABLES ) solicita que se realice la apertura de un aviso de calidad por la muestra enviada al cliente no se transforma bien produciendo roturas en las crucetas.,Producto,Propiedades
400016426,"Desde hace más de un mes el cliente viene observando de nuevo el fenómeno de la generación de pelusas sobre sus máquinas con el uso de neustra granza. En esta ocasión se manifiesta con menor intensidad que en tiempos pasados, pero que sin duda hay que corregir para que no se transmita al producto final.",Producto,Propiedades
400016427,"Nos comunica el cliente que han recibido este albarán, nº24388878, lote EE23-07008con problemas de opalescencia.

Informan que usan el producto para preparar una mezcla a temperatura ambiente con un poliéster con índice 1:9. La muestra preparada esta mañana a la llegada del material estaba absolutamente limpia, transparente y opalescente.

Dicen que la segunda muestra también. La solución al agua al 10% del Alcupol es opalescente y debería ser transparente.

Indican que no pueden utilizar el material en este estado. Esta tarde se valorará si no pueden usar una parte o todo el material.

",Producto,Propiedades
400016435,"Desde enero 2015, el cliente esta teniendo problemas de adhesión del aluminio a sus filmes metallizados cuando utilizan nuestro grado PP046W3F, generando defectos muy visibles en el film.

Empezaron a tener problemas a partir de la recepción del lote DV-11001 y desde entonces todo lo recibido ha presentado el mismo defecto.

Adjunto el mail de ATD, un PWPT con la investigacion del cliente. (Ver en Servicios para objeto de SAP)",Producto,Propiedades
400016439,"El cliente informa de que, cuando inicia la su producción con el producto recibido el día 08.04.2015, se encuentra producto contaminado de color marrón. Indica que este producto parece estar requemado.

Se le solicita al cliente en envío de una muestra al CTR.

Adjunto mail con fotografías aportadas por el cliente. Ver fotografías en servicios para objetos de SAP",Producto,Propiedades
400016442,el cliente se queja que en algunos sacos el producto estaba mojado. Se refiere al lote DR-31411. Ver más información en Servicios para objeto SAP.,Producto,humedad
400016444,"Lote EA-51304. Y tambien el  albarán 24361507 (mismo lote).
Se ha recibido la muestra en el CTR el  11.06.2015.
Lo mezclan con lineal 30%,  oxo y C4 al 0,5% o 0,25%. Siempre han ""extrudado"" con esa formulación sin tener problemas. Hoy no entienden el problema de no soldadura del film.
Intentaron  con otro aditivo pero sin exito: la soldadura estuvo correcta después la extrusión pero sin estabilildad en el tiempo( No perenne).
Coste
Consecuencia: su cliente rechazó 42 bobinas, 8000 kg  *1,77= 14.160 euros
transporte: 400 euros
gastos administrativos : 100 euros
Total  14.660 euros
Ver ficha no conformidad en adjunto.  Ver más información en Servicios para objeto de SAP",Producto,Propiedades
400016445," mayor IF que el especificado 

El cliente puede utilizar  el material pero quiere saber porque esas entregas se presentan  con un mayor IF que el especificado.
Ver mails adjuntos en servicios para Objeto de SAP",Producto,Propiedades
400016446,"El cliente rechaza un octavin roto.
ver adjuntos
Pedidod de devolución  RE 24388145.  Ver fotografía y albarán en Servicios para objeto de SAP",Envase,Aspecto
400016463,"siguiendo instrucciones del J/A se abre una sola reclamación por contenido de agua en 3 entregas PA538

",Producto,Humedad
400016464," cliente informa entrega PA461 se han roto 3 sacos por estar mal empaquetados
solicita abono 3 sacos rotos
SE ADJUNTA MAIL DEL CLIENTE INCLUYENDO FOTOS en Servicios para Objeto de SAP.",Envase,Aspecto
400016476,"""Según conversación por teléfono, el cliente usa este grado directamente en su ""Door Panel"" y al analizar la pieza, compuesta por vatios materiales uno de ellos en EVA, según norma VDA 278 – ensayo de VOC - en Aitex ha encontrado una concentración de Benceno con un valor de 0.23 µg/g (Adjunto resultados).”   Ver más información en Servicios para Objetos de SAP.",Producto,Propiedades
400016478,"El cliente denuncia  que la entrega se hizo  con 2 sacos  rotos.
El cliente  reclama la indemnizacion del material perdido.
ver fotos  en adjunto. Más información y fotos en Servicios para objeto de SAP.",Envase,Aspecto
400016480,"CLIENTE INFORMA QUE EL MATERIAL DE UNO DE LOS PALETTES ESTA HUMEDO Y NO SE PUEDE PRODUCIR
DV-10481 – Lot: 2935

SOLICITAN ABONO 250 kG
se adjunta foto en Servicios para objeto de SAP.",Producto,Humedad
400016486,"Mail del cliente:

""Hemos utilizado ya ocho sacos del EVA PA-540 y tres de ellos se han roto sencillamente al dejarlos en el suelo. Los sacos se abren por el lateral."" Según comenta, no tienen fotos de los sacos rotos.",Envase,Aspecto
